Country/Territory,Code,1996Estimate,1996StdErr,1996NumSrc,1996Rank,1996Lower,1996Upper,1998Estimate,1998StdErr,1998NumSrc,1998Rank,1998Lower,1998Upper,2000Estimate,2000StdErr,2000NumSrc,2000Rank,2000Lower,2000Upper,2002Estimate,2002StdErr,2002NumSrc,2002Rank,2002Lower,2002Upper,2003Estimate,2003StdErr,2003NumSrc,2003Rank,2003Lower,2003Upper,2004Estimate,2004StdErr,2004NumSrc,2004Rank,2004Lower,2004Upper,2005Estimate,2005StdErr,2005NumSrc,2005Rank,2005Lower,2005Upper,2006Estimate,2006StdErr,2006NumSrc,2006Rank,2006Lower,2006Upper,2007Estimate,2007StdErr,2007NumSrc,2007Rank,2007Lower,2007Upper,2008Estimate,2008StdErr,2008NumSrc,2008Rank,2008Lower,2008Upper,2009Estimate,2009StdErr,2009NumSrc,2009Rank,2009Lower,2009Upper,2010Estimate,2010StdErr,2010NumSrc,2010Rank,2010Lower,2010Upper,2011Estimate,2011StdErr,2011NumSrc,2011Rank,2011Lower,2011Upper,2012Estimate,2012StdErr,2012NumSrc,2012Rank,2012Lower,2012Upper,2013Estimate,2013StdErr,2013NumSrc,2013Rank,2013Lower,2013Upper,2014Estimate,2014StdErr,2014NumSrc,2014Rank,2014Lower,2014Upper,2015Estimate,2015StdErr,2015NumSrc,2015Rank,2015Lower,2015Upper,2016Estimate,2016StdErr,2016NumSrc,2016Rank,2016Lower,2016Upper,2017Estimate,2017StdErr,2017NumSrc,2017Rank,2017Lower,2017Upper,2018Estimate,2018StdErr,2018NumSrc,2018Rank,2018Lower,2018Upper
"Egypt, Arab Rep.",EGY,-0.473676085472107,0.171663269400597,4,36.0655746459961,21.8579235076904,48.0874328613281,-0.230692207813263,0.196593225002289,6,48.7046623229981,30.5699481964111,60.6217613220215,-0.217753037810326,0.196534797549248,6,48.2051277160645,32.3076934814453,61.0256423950195,-0.406013607978821,0.174318820238113,7,41.326530456543,27.5510196685791,53.0612258911133,-0.336620926856995,0.177602916955948,7,44.8979606628418,29.0816326141357,58.1632652282715,-0.265808880329132,0.169681444764137,8,47.290641784668,35.4679794311523,57.6354675292969,-0.415194183588028,0.17143152654171,8,40.6862754821777,28.9215679168701,50.4901962280273,-0.506440222263336,0.173147097229958,10,36.0975608825684,23.4146347045898,48.2926826477051,-0.389128655195236,0.193938374519348,10,43.2038841247559,26.6990299224854,51.9417457580566,-0.36589515209198,0.190993428230286,10,43.2038841247559,28.6407775878906,52.9126205444336,-0.279506087303162,0.185603052377701,10,47.3684196472168,34.9282302856445,56.4593315124512,-0.370581895112991,0.189236164093018,10,42.1052627563477,28.7081336975098,51.1961708068848,-0.568378388881683,0.187781408429146,11,35.0710906982422,18.9573459625244,45.971565246582,-0.808497548103333,0.187804833054543,11,23.222749710083,12.7962083816528,37.9146919250488,-0.877399504184723,0.170495986938477,12,20.8530807495117,12.3222751617432,32.2274894714355,-0.822677433490753,0.180167317390442,12,20.1923084259033,13.4615383148193,32.211540222168,-0.769484341144562,0.175528481602669,12,22.115385055542,12.5,36.538459777832,-0.659545838832855,0.178480610251427,11,27.884614944458,16.8269233703613,39.4230766296387,-0.619674801826477,0.176825746893883,12,29.3269233703613,17.3076915740967,39.4230766296387,-0.584804058074951,0.180598750710487,12,30.769229888916,17.3076915740967,40.8653831481934
Eritrea,ERI,-1.14967966079712,0.187617555260658,1,12.021858215332,3.82513666152954,21.3114757537842,-0.869616150856018,0.254505068063736,3,18.6528491973877,6.21761655807495,37.3056983947754,-0.976584434509277,0.262622207403183,3,13.3333330154419,3.58974361419678,32.3076934814453,-0.740621149539948,0.231609016656876,4,26.5306129455566,9.69387722015381,43.8775520324707,-0.89300525188446,0.253709495067596,4,17.8571434020996,5.10204076766968,37.7551002502441,-1.00385129451752,0.230879619717598,5,12.8078813552856,5.9113302230835,29.5566501617432,-0.935537457466126,0.22918726503849,5,17.1568622589111,8.33333301544189,34.3137245178223,-1.30026769638062,0.233075559139252,6,6.34146356582642,0.97560977935791,18.536584854126,-1.29011476039886,0.237598910927772,6,6.7961163520813,1.45631062984467,17.4757289886475,-1.29943549633026,0.223947331309319,6,6.31067943572998,1.45631062984467,16.5048542022705,-1.36519658565521,0.223755240440369,6,6.69856452941895,0.956937789916992,14.3540668487549,-1.35718631744385,0.228365555405617,6,6.22009563446045,1.43540668487549,15.3110046386719,-1.411576628685,0.229255869984627,6,5.21327018737793,0.947867274284363,14.2180099487305,-1.44765794277191,0.226244017481804,6,5.21327018737793,0.473933637142181,14.2180099487305,-1.51971757411957,0.197860226035118,7,3.79146909713745,0.473933637142181,11.3744077682495,-1.60706317424774,0.227498829364777,6,3.36538457870483,0.961538434028626,10.0961542129517,-1.5932605266571,0.20380787551403,7,4.807692527771,0.961538434028626,8.65384578704834,-1.69610381126404,0.191963627934456,8,3.36538457870483,0.961538434028626,7.692307472229,-1.72096920013428,0.200288206338882,8,3.8461537361145,0.961538434028626,7.692307472229,-1.72773170471191,0.202984631061554,8,2.4038462638855,0.961538434028626,8.17307662963867
Spain,ESP,1.62002718448639,0.168259218335152,5,89.6174850463867,86.8852462768555,96.7213134765625,1.66110491752625,0.210871934890747,5,89.6373062133789,87.046630859375,97.9274597167969,1.76216185092926,0.210062861442566,5,91.7948684692383,87.6923065185547,98.9743576049805,1.84742951393127,0.191935136914253,5,93.3673477172852,88.7755126953125,100,1.88145422935486,0.198729291558266,5,94.3877563476562,89.2857131958008,99.4897994995117,1.3526998758316,0.207943141460419,5,88.6699523925781,80.7881774902344,90.6403961181641,1.5067298412323,0.19190625846386,5,89.7058792114258,84.3137283325195,95.5882339477539,0.837202429771423,0.196327582001686,7,77.0731735229492,69.2682952880859,83.9024353027344,0.993321776390076,0.219239696860313,7,80.5825271606445,73.7864074707031,87.8640747070313,0.920346915721893,0.229191586375236,7,79.1262130737305,69.9029159545898,86.8932037353516,0.945832192897797,0.218764767050743,7,77.9904327392578,69.8564605712891,86.6028671264649,0.994798839092255,0.227428793907166,7,78.9473648071289,69.8564605712891,87.5598068237305,1.02723515033722,0.22242970764637,7,81.5165863037109,71.5639801025391,87.6777267456055,1.12068247795105,0.219740271568298,7,82.4644546508789,73.459716796875,89.5734634399414,1.15452253818512,0.216754868626595,7,82.9383850097656,73.9336471557617,90.5213241577149,1.15970540046692,0.229205414652824,7,84.1346130371094,74.038459777832,90.8653869628906,1.17403519153595,0.227827191352844,7,85.0961532592774,74.5192337036133,91.8269195556641,1.11584210395813,0.219392731785774,7,83.1730804443359,74.5192337036133,90.8653869628906,1.03385353088379,0.222228914499283,7,81.7307662963867,74.038459777832,89.9038467407227,1.00213575363159,0.222144588828087,7,79.3269195556641,74.5192337036133,88.461540222168
Estonia,EST,0.611503779888153,0.179107308387756,2,71.5847015380859,62.2950820922852,80.8743133544922,0.574491798877716,0.211779370903969,4,73.5751266479492,62.1761665344238,80.3108825683594,0.737845659255981,0.201722547411919,6,76.9230804443359,67.1794891357422,83.0769195556641,0.735764622688293,0.171830236911774,8,75.5102005004883,68.8775482177734,81.6326522827148,0.941967666149139,0.176626324653626,8,80.6122436523438,73.4693908691406,86.2244873046875,0.924235999584198,0.18143068253994,8,80.2955627441406,72.4137954711914,86.2068939208984,0.964996755123138,0.176464900374413,8,79.4117660522461,72.0588226318359,85.2941207885742,1.15715098381042,0.188605338335037,9,83.9024353027344,77.0731735229492,88.2926864624023,1.03731822967529,0.195998549461365,10,82.5242691040039,74.7572784423828,87.8640747070313,1.16184079647064,0.201521769165993,10,83.980583190918,77.1844635009766,88.3495178222656,1.00911414623261,0.209802642464638,9,80.3827743530274,72.2488021850586,87.5598068237305,1.08570063114166,0.217342615127563,9,82.2966537475586,73.684211730957,88.9952163696289,1.07673692703247,0.212653115391731,9,82.4644546508789,72.9857788085937,87.6777267456055,0.954537987709045,0.210430562496185,9,78.1990509033203,70.1421813964844,87.2037887573242,0.97477525472641,0.20775206387043,9,78.6729888916016,70.1421813964844,87.2037887573242,1.01667952537537,0.221618935465813,9,80.288459777832,72.5961532592774,87.9807662963867,1.06797754764557,0.219940021634102,9,82.6923065185547,73.0769195556641,87.9807662963867,1.09085667133331,0.210645228624344,8,82.6923065185547,74.5192337036133,90.8653869628906,1.10935664176941,0.213301166892052,8,82.6923065185547,74.5192337036133,91.3461532592774,1.1919379234314,0.213245272636414,8,84.6153869628906,76.9230804443359,91.8269195556641
Ethiopia,ETH,-1.2075936794281,0.173903718590736,3,7.10382509231567,3.82513666152954,18.032787322998,-0.923561990261078,0.203154727816582,5,16.0621757507324,6.73575115203857,28.4974098205566,-0.903666973114014,0.211237147450447,5,16.4102573394775,6.66666650772095,32.3076934814453,-0.904970288276672,0.186934381723404,6,17.8571434020996,8.67346954345703,30.6122455596924,-0.882254958152771,0.177602916955948,7,18.8775501251221,8.67346954345703,31.6326522827148,-0.785975337028503,0.169681444764137,8,20.6896553039551,10.837438583374,37.4384231567383,-0.917130410671234,0.17143152654171,8,18.6274509429932,10.7843141555786,32.3529396057129,-0.660014092922211,0.173147097229958,10,29.2682933807373,18.536584854126,40.4878044128418,-0.438456892967224,0.193938374519348,10,39.8058242797852,24.2718448638916,50.970874786377,-0.396732926368713,0.190993428230286,10,42.2330093383789,27.1844654083252,52.9126205444336,-0.496887236833572,0.185603052377701,10,38.7559814453125,22.9665069580078,48.8038291931152,-0.432230085134506,0.189236164093018,10,40.6698570251465,25.3588523864746,49.2822952270508,-0.484161734580994,0.188008159399033,10,39.3364944458008,23.222749710083,47.8672981262207,-0.425269544124603,0.188235700130463,10,40.7582931518555,26.5402851104736,50.2369651794434,-0.606997072696686,0.170941725373268,11,32.2274894714355,20.3791465759277,44.5497627258301,-0.424481719732285,0.180535778403282,11,38.461540222168,24.0384616851807,47.5961532592774,-0.646708428859711,0.17729689180851,11,29.8076915740967,17.3076915740967,41.3461532592774,-0.638356149196625,0.172622188925743,11,28.8461532592773,17.3076915740967,39.4230766296387,-0.697957038879395,0.177247792482376,11,24.0384616851807,16.3461532592773,36.0576934814453,-0.60746967792511,0.180867627263069,11,29.3269233703613,16.3461532592773,39.9038467407227
Finland,FIN,1.72499644756317,0.168259218335152,5,92.349723815918,88.5245895385742,100,2.02294611930847,0.210871934890747,5,98.4455947875977,89.6373062133789,100,2.11807441711426,0.210062861442566,5,99.4871826171875,91.7948684692383,100,2.16153717041016,0.191935136914253,5,100,92.8571395874024,100,2.26109862327576,0.198729291558266,5,100,95.9183654785156,100,2.16980481147766,0.207943141460419,5,99.014778137207,92.61083984375,100,2.12937188148499,0.19190625846386,5,100,95.5882339477539,100,2.17011404037476,0.200639873743057,6,99.0243911743164,96.0975646972656,100,1.97478175163269,0.224007949233055,6,97.5728149414062,91.2621383666992,99.0291290283203,2.05084133148193,0.234781011939049,6,99.0291290283203,93.2038803100586,99.5145645141602,2.22905874252319,0.218764767050743,7,99.0430603027344,97.6076583862305,100,2.22933959960937,0.227428793907166,7,99.5215301513672,97.1291885375977,100,2.24113798141479,0.22242970764637,7,100,97.6303329467774,100,2.22047758102417,0.219740271568298,7,100,97.1563949584961,100,2.17428827285767,0.216754868626595,7,100,97.1563949584961,100,1.99827563762665,0.229205414652824,7,99.038459777832,92.3076934814453,100,1.8130110502243,0.227827191352844,7,96.1538467407227,88.9423065185547,99.5192337036133,1.82890772819519,0.219392731785774,7,96.1538467407227,90.8653869628906,99.5192337036133,1.93685650825501,0.222228914499283,7,98.0769195556641,92.788459777832,100,1.9842084646225,0.222144588828087,7,99.038459777832,93.2692337036133,100
Fiji,FJI,-0.124192699790001,0.187617555260658,1,53.0054626464844,38.2513656616211,60.6557388305664,-0.264179855585098,0.272112399339676,2,46.6321258544922,23.8341960906982,61.1398963928223,-0.459180057048798,0.279761165380478,2,38.461540222168,15.8974361419678,55.8974342346191,0.141598358750343,0.264255404472351,2,62.7551002502441,46.4285697937012,71.9387741088867,-0.113313592970371,0.300981879234314,2,54.0816345214844,31.1224498748779,67.3469390869141,-0.390917807817459,0.316673874855041,2,44.3349761962891,16.2561569213867,62.0689659118652,-0.079778723418713,0.277841836214066,2,54.4117660522461,36.2745094299316,64.2156829833984,-0.091398879885674,0.353088885545731,2,54.1463432312012,28.2926826477051,68.7804870605469,-0.432208865880966,0.355247884988785,2,41.262134552002,16.019416809082,58.2524261474609,-0.733542919158936,0.343391716480255,2,24.7572822570801,6.31067943572998,49.0291252136231,-0.910173654556274,0.311097860336304,3,19.6172256469727,4.78468894958496,42.5837326049805,-0.724238753318787,0.313351094722748,3,26.7942581176758,8.13397121429443,46.8899536132813,-0.706200659275055,0.315967559814453,3,26.5402851104736,8.53080558776856,47.8672981262207,-0.838006258010864,0.302259415388107,3,21.8009471893311,7.10900497436523,44.0758285522461,-0.843451797962189,0.297061711549759,3,21.8009471893311,8.05687236785889,43.6018943786621,-0.367771118879318,0.308518439531326,3,41.3461532592774,17.3076915740967,60.5769233703613,-0.291286617517471,0.313084453344345,3,43.75,20.6730766296387,61.538459777832,-0.248813256621361,0.305616050958633,3,43.75,22.115385055542,62.980770111084,0.092309325933457,0.354405969381332,2,57.211540222168,34.1346168518066,74.038459777832,0.259536236524582,0.349317252635956,2,62.5,39.9038467407227,76.4423065185547
France,FRA,1.25185739994049,0.168259218335152,5,85.792350769043,82.5136642456055,89.0710372924805,1.51351773738861,0.210871934890747,5,89.1191711425781,84.9740905761719,92.7461166381836,1.71176970005035,0.210062861442566,5,90.7692337036133,87.6923065185547,98.461540222168,1.6024067401886,0.191935136914253,5,89.2857131958008,86.2244873046875,94.3877563476562,1.71466612815857,0.198729291558266,5,91.8367309570312,86.7346954345703,97.9591827392578,1.77697324752808,0.207943141460419,5,92.61083984375,89.1625595092773,98.0295562744141,1.67152678966522,0.19190625846386,5,92.1568603515625,88.7254867553711,99.0196075439453,1.63280236721039,0.196327582001686,7,92.1951217651367,87.8048782348633,98.0487823486328,1.47104215621948,0.219239696860313,7,89.3203887939453,83.0097122192383,96.1165084838867,1.58290803432465,0.229191586375236,7,91.7475738525391,84.9514541625977,98.0582504272461,1.48097443580627,0.218764767050743,7,88.9952163696289,82.2966537475586,96.6507186889649,1.43030095100403,0.227428793907166,7,88.9952163696289,81.339714050293,96.172248840332,1.35914433002472,0.22242970764637,7,87.6777267456055,79.1469192504883,94.7867279052734,1.34027934074402,0.219740271568298,7,87.6777267456055,78.1990509033203,94.7867279052734,1.4818286895752,0.216754868626595,7,89.0995254516602,82.4644546508789,97.6303329467774,1.40317034721375,0.229205414652824,7,88.9423065185547,80.7692337036133,95.1923065185547,1.4367960691452,0.227827191352844,7,88.461540222168,82.211540222168,95.6730804443359,1.40525221824646,0.219392731785774,7,90.3846130371094,79.8076934814453,94.2307662963867,1.3520895242691,0.222228914499283,7,87.9807662963867,80.288459777832,93.75,1.48052585124969,0.222144588828087,7,91.8269195556641,82.6923065185547,96.1538467407227
"Micronesia, Fed. Sts.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.398807883262634,0.498129159212112,1,42.4870452880859,7.77202081680298,69.4300537109375,-0.650526881217957,0.285847425460815,2,27.6923084259033,10.2564105987549,49.230770111084,-0.771137177944183,0.309655964374542,2,25.5102043151855,6.63265323638916,47.9591827392578,-0.786579191684723,0.266235321760178,2,21.4285717010498,8.16326522827148,44.3877563476562,-0.603828310966492,0.240454480051994,3,32.019702911377,13.7931032180786,49.2610855102539,-0.095632188022137,0.257056385278702,3,53.4313735961914,36.764705657959,62.7450981140137,-0.300440341234207,0.297869116067886,3,44.3902435302734,23.4146347045898,60.4878044128418,-0.727532804012299,0.312477141618729,3,25.7281551361084,8.73786449432373,47.5728149414063,-0.725889980792999,0.315768986940384,3,25.7281551361084,8.25242710113525,47.0873794555664,-0.709225833415985,0.321938931941986,3,27.7511959075928,7.17703342437744,48.8038291931152,-0.802524447441101,0.317141443490982,3,23.4449768066406,6.69856452941895,44.4976081848145,-0.7549889087677,0.320723474025726,3,25.1184825897217,8.05687236785889,47.3933639526367,-0.643291771411896,0.317602872848511,3,30.3317527770996,11.8483409881592,50.2369651794434,-0.571090877056122,0.311004012823105,3,34.1232223510742,13.7440757751465,52.6066360473633,-0.49750080704689,0.34052386879921,3,33.6538467407227,15.384614944458,56.25,-0.397008746862411,0.341277807950974,3,40.3846168518066,16.3461532592773,59.6153831481934,-0.334954023361206,0.332882285118103,3,40.3846168518066,17.7884616851807,61.538459777832,0.089744701981545,0.351571321487427,3,56.25,34.1346168518066,74.038459777832,-0.148862943053246,0.349104464054108,3,48.0769233703613,22.5961532592773,68.2692337036133
Gabon,GAB,-0.199152007699013,0.173903718590736,3,48.0874328613281,34.9726791381836,57.9234962463379,-0.520798563957214,0.203154727816582,5,32.6424865722656,19.1709842681885,50.7772026062012,-0.571240305900574,0.211237147450447,5,32.3076934814453,15.8974361419678,47.1794853210449,-0.342397660017014,0.198977530002594,5,44.3877563476562,28.5714282989502,56.1224479675293,-0.441516190767288,0.205398738384247,5,39.7959175109863,21.4285717010498,54.5918350219727,-0.783030986785889,0.194791421294212,6,21.1822662353516,8.86699485778809,38.4236450195312,-0.814778506755829,0.195389211177826,6,23.529411315918,12.2549018859863,37.7450981140137,-0.782970130443573,0.220696479082108,7,24.8780479431152,10.731707572937,40,-0.790611803531647,0.220538735389709,7,22.8155345916748,11.1650485992432,41.262134552002,-0.818243443965912,0.213201910257339,7,20.3883495330811,10.6796112060547,38.8349533081055,-0.743608236312866,0.206365197896957,7,25.3588523864746,12.4401912689209,42.5837326049805,-0.772148668766022,0.20752789080143,7,24.8803825378418,11.4832534790039,40.6698570251465,-0.795038342475891,0.20802029967308,7,23.222749710083,11.8483409881592,40.7582931518555,-0.904819488525391,0.194580107927322,9,19.4312801361084,10.4265403747559,31.7535552978516,-0.830842852592468,0.175829708576202,10,22.274881362915,13.2701425552368,34.5971565246582,-0.644165217876434,0.193381249904633,9,26.9230766296387,16.3461532592773,42.788459777832,-0.733602583408356,0.181319817900658,10,23.5576915740967,13.4615383148193,38.461540222168,-0.792063236236572,0.177338719367981,10,21.1538467407227,12.5,35.5769233703613,-0.925253927707672,0.192228406667709,10,17.3076915740967,9.61538505554199,29.8076915740967,-0.812283396720886,0.190738514065743,11,18.75,11.5384616851807,34.1346168518066
United Kingdom,GBR,1.88219606876373,0.168259218335152,5,96.7213134765625,89.0710372924805,100,1.93294370174408,0.210871934890747,5,94.8186492919922,89.1191711425781,100,1.84811294078827,0.210062861442566,5,93.3333358764648,88.7179489135742,99.4871826171875,1.84095573425293,0.191935136914253,5,92.8571395874024,88.7755126953125,99.4897994995117,1.81052434444428,0.198729291558266,5,92.3469390869141,89.2857131958008,98.9795913696289,1.88960528373718,0.207943141460419,5,94.0886688232422,90.6403961181641,99.5073928833008,1.76659595966339,0.19190625846386,5,95.0980377197266,88.7254867553711,99.0196075439453,1.6709942817688,0.196327582001686,7,93.1707305908203,87.8048782348633,98.0487823486328,1.64817416667938,0.219239696860313,7,92.7184448242187,87.3786392211914,97.5728149414062,1.64377498626709,0.229191586375236,7,93.2038803100586,84.9514541625977,98.0582504272461,1.51200318336487,0.218764767050743,7,90.9090881347656,82.2966537475586,97.6076583862305,1.56837940216064,0.227428793907166,7,91.8660278320312,83.7320556640625,98.0861206054687,1.55890083312988,0.22242970764637,7,91.9431304931641,83.4123229980469,98.1042633056641,1.54754221439362,0.219740271568298,7,92.4170608520508,83.8862533569336,97.6303329467774,1.49545061588287,0.216754868626595,7,90.5213241577149,82.4644546508789,97.6303329467774,1.62672972679138,0.229205414652824,7,92.788459777832,87.0192337036133,99.038459777832,1.74374461174011,0.227827191352844,7,94.2307662963867,87.0192337036133,99.5192337036133,1.60161828994751,0.219392731785774,7,92.788459777832,85.5769195556641,99.038459777832,1.41413295269012,0.222228914499283,7,90.3846130371094,81.7307662963867,95.1923065185547,1.34188377857208,0.222144588828087,7,87.9807662963867,78.8461532592774,94.2307662963867
Georgia,GEO,-0.636936128139496,0.187617555260658,1,30.6010932922363,16.9398899078369,43.7158470153809,-0.579862773418427,0.272112399339676,2,29.5336780548096,13.4715023040771,50.7772026062012,-0.648384273052216,0.275402843952179,3,28.2051277160645,10.2564105987549,48.2051277160645,-0.79598468542099,0.236546754837036,4,23.9795913696289,9.18367385864258,40.3061218261719,-0.399478137493134,0.264405608177185,4,42.3469390869141,20.9183673858643,59.1836738586426,-0.537414431571961,0.225755706429481,6,36.4532012939453,16.7487678527832,51.2315254211426,-0.433997184038162,0.214818894863129,6,40.1960792541504,25,53.9215698242188,-0.244487524032593,0.197876989841461,8,47.8048782348633,34.1463432312012,57.073169708252,0.110572636127472,0.215179994702339,9,56.7961158752441,46.1165046691895,67.4757308959961,0.296718448400497,0.218280136585236,9,65.5339813232422,52.9126205444336,73.3009719848633,0.287324845790863,0.218414157629013,9,64.1148300170898,52.1531105041504,72.2488021850586,0.309259712696075,0.220396757125854,9,65.0717697143555,52.1531105041504,72.2488021850586,0.553663909435272,0.220991358160973,9,69.1943130493164,60.6635055541992,77.2511825561523,0.605838119983673,0.210099264979362,10,70.1421813964844,61.1374397277832,77.7251205444336,0.585212290287018,0.205046936869621,10,69.6682434082031,62.0853080749512,77.7251205444336,0.489187151193619,0.2136200517416,10,71.6346130371094,60.5769233703613,74.5192337036133,0.404530018568039,0.217236995697021,10,67.3076934814453,54.8076934814453,74.038459777832,0.51824814081192,0.209960252046585,8,70.6730804443359,60.5769233703613,75.4807662963867,0.581952571868897,0.211997896432877,8,73.0769195556641,61.538459777832,79.8076934814453,0.614570915699005,0.219213381409645,8,74.038459777832,62.019229888916,78.8461532592774
Ghana,GHA,-0.119933769106865,0.173903718590736,3,53.5519142150879,38.2513656616211,59.5628433227539,-0.117334723472595,0.203154727816582,5,52.3316078186035,38.3419685363769,61.6580314636231,0.068598225712776,0.211237147450447,5,59.4871788024902,46.6666679382324,67.6923065185547,-0.097764946520329,0.186432346701622,7,53.5714302062988,41.326530456543,63.2653045654297,-0.197379127144814,0.176694467663765,8,51.0204086303711,36.2244911193848,60.7142868041992,-0.200466141104698,0.169184103608131,9,50.2463035583496,38.4236450195312,61.0837440490723,-0.187381759285927,0.167719528079033,9,49.0196075439453,39.2156867980957,57.8431358337402,0.160327538847923,0.204290494322777,10,60.4878044128418,49.2682914733887,68.7804870605469,0.128842696547508,0.205450266599655,10,57.7669906616211,48.5436897277832,67.4757308959961,0.032725434750319,0.19065560400486,11,56.7961158752441,45.6310691833496,66.019416809082,-0.045350793749094,0.184189304709434,11,53.1100463867188,44.9760780334473,62.2009582519531,-0.037885677069426,0.186929896473885,11,53.5885162353516,43.0622024536133,63.6363639831543,-0.050453752279282,0.187781408429146,11,53.554500579834,43.6018943786621,62.5592422485352,-0.048532675951719,0.187804833054543,11,53.0805702209473,43.1279602050781,61.1374397277832,-0.098373681306839,0.170495986938477,12,50.2369651794434,43.6018943786621,60.1895751953125,-0.280857622623444,0.180167317390442,12,43.75,29.3269233703613,55.769229888916,-0.222162678837776,0.175528481602669,12,46.1538467407227,35.0961532592773,54.8076934814453,-0.168310955166817,0.171101808547974,12,47.5961532592774,36.538459777832,57.211540222168,-0.109187081456184,0.176825746893883,12,49.038459777832,36.538459777832,59.6153831481934,-0.210270389914513,0.180598750710487,12,46.1538467407227,34.1346168518066,55.288459777832
Guinea,GIN,-1.16929292678833,0.181661412119865,2,9.8360652923584,3.82513666152954,20.7650279998779,-0.781581997871399,0.229129388928413,4,22.2797927856445,9.32642459869385,39.3782386779785,-0.813996970653534,0.23742002248764,4,20,7.17948722839356,41.0256423950195,-0.913254380226135,0.213227793574333,5,16.326530456543,7.14285707473755,32.1428565979004,-0.710052967071533,0.229888066649437,5,25,11.2244901657105,44.8979606628418,-0.873357057571411,0.213322907686234,6,18.2266006469727,7.88177347183228,36.4532012939453,-1.04756438732147,0.211889699101448,6,14.2156858444214,5.39215707778931,28.9215679168701,-1.29629158973694,0.215670421719551,7,6.82926845550537,1.46341466903687,18.536584854126,-1.24795949459076,0.215791523456573,7,8.73786449432373,2.42718458175659,17.9611644744873,-1.17082965373993,0.207138538360596,8,10.6796112060547,3.39805817604065,19.9029121398926,-1.02225160598755,0.205629706382751,8,14.3540668487549,6.69856452941895,27.7511959075928,-1.10898101329803,0.205264806747436,8,12.4401912689209,4.78468894958496,24.4019145965576,-1.12320244312286,0.205117091536522,9,12.7962083816528,4.26540279388428,23.222749710083,-1.26874101161957,0.187804833054543,11,9.00473976135254,2.36966824531555,17.5355453491211,-1.17367970943451,0.170495986938477,12,11.8483409881592,5.68720388412476,20.3791465759277,-1.23236310482025,0.180167317390442,12,10.5769233703613,5.28846168518066,16.3461532592773,-1.1455899477005,0.175528481602669,12,12.5,6.73076915740967,18.75,-1.00586020946503,0.178480610251427,11,14.9038457870483,7.692307472229,23.5576915740967,-1.03849041461945,0.176825746893883,12,13.942307472229,9.13461494445801,21.1538467407227,-0.970923185348511,0.180598750710487,12,16.3461532592773,9.61538505554199,24.0384616851807
"Gambia, The",GMB,-0.619082868099213,0.181661412119865,2,32.2404365539551,18.032787322998,43.7158470153809,-0.451557189226151,0.229129388928413,4,37.8238334655762,19.6891193389893,54.4041442871094,-0.472124695777893,0.23742002248764,4,37.9487190246582,16.9230766296387,53.8461532592774,-0.634112298488617,0.231650561094284,4,29.0816326141357,11.7346935272217,47.9591827392578,-0.478589862585068,0.219229802489281,5,37.7551002502441,20.4081630706787,53.5714302062988,-0.550838172435761,0.20299506187439,6,35.4679794311523,17.7339897155762,48.7684745788574,-0.715591132640839,0.199437007308006,6,27.9411773681641,14.7058820724487,41.1764717102051,-0.675155937671661,0.183159753680229,7,28.2926826477051,16.0975608825684,40.9756088256836,-0.574324727058411,0.20599228143692,7,31.5533981323242,16.5048542022705,46.6019401550293,-0.724349975585938,0.202796310186386,7,26.2135925292969,13.5922327041626,42.2330093383789,-0.671888768672943,0.199898421764374,7,28.7081336975098,14.3540668487549,44.9760780334473,-0.678813874721527,0.204189732670784,7,29.1866035461426,14.3540668487549,43.0622024536133,-0.607825219631195,0.203003436326981,7,31.7535552978516,17.5355453491211,45.4976310729981,-0.512429535388947,0.203936636447906,7,36.9668235778809,21.3270149230957,48.3412322998047,-0.705378949642181,0.182811543345451,8,27.962085723877,14.6919431686401,41.7061614990234,-0.669894456863403,0.193155661225319,8,25.480770111084,15.865385055542,42.3076934814453,-0.903483211994171,0.188971966505051,8,18.75,10.5769233703613,31.730770111084,-0.841943323612213,0.186389312148094,8,19.230770111084,11.057692527771,35.0961532592773,-0.646501779556274,0.191065058112145,9,26.4423084259033,16.3461532592773,39.4230766296387,-0.623471200466156,0.188983827829361,10,27.4038467407227,16.3461532592773,39.9038467407227
